carrier_philosophy,adjuster_type,ia_skill_level,carrier_engineer,property_type,property_age_years,loss_type,is_catastrophe,geographic_setting,policy_type,total_insured_value,prior_claims_count,supplements_issued,carrier_estimate,demand_estimate,dispute_amount,dispute_percentage,pa_involved,pa_attorney,pa_firm_type,is_roof_dispute,coverage_dispute,line_items_disputed,trades_involved,mitigation_performed,mitigation_cost,mitigation_disputed_pct,complexity_class,estimated_timeline_days,award_amount,award_position_pct,carrier_to_award_delta,carrier_to_award_delta_pct,demand_to_award_delta,demand_to_award_delta_pct,appraisal_outcome
liberal,independent,medium,False,residential,7,wind,False,rural,RCV,568741.47,0,2,51145.86,64204.37,13058.51,25.53,False,False,,False,False,20,2,False,0.0,0.0,Moderate,86,56244.27,39.04,5098.41,9.97,7960.1,12.4,Carrier Favorable
moderate,staff,,False,residential,14,water,False,rural,RCV,341827.13,0,0,60803.05,122843.21,62040.17,102.03,True,False,national,False,False,46,2,False,0.0,0.0,Complex,121,103950.74,69.55,43147.7,70.96,18892.47,15.38,Policyholder Favorable
moderate,independent,low,False,residential,12,water,False,rural,ACV,536843.45,0,0,34851.34,87439.63,52588.29,150.89,True,False,local,False,False,31,2,True,13308.82,0.52,High-Complexity,242,87439.63,100.0,52588.29,150.89,0.0,0.0,Policyholder Favorable
tight,staff,,False,residential,47,water,False,rural,RCV,306059.6,0,0,59202.31,88920.17,29717.86,50.2,False,False,,False,False,47,5,True,21754.98,0.54,High-Complexity,76,88920.17,100.0,29717.86,50.2,0.0,0.0,Policyholder Favorable
moderate,independent,medium,False,residential,20,hail,False,urban,RCV,275683.6,1,0,18761.82,30601.22,11839.41,63.1,True,False,regional,False,True,20,3,False,0.0,0.0,High-Complexity,224,22968.41,35.53,4206.59,22.42,7632.81,24.94,Carrier Favorable
moderate,staff,,False,residential,16,hail,False,suburban,RCV,476976.14,1,1,60987.96,77520.61,16532.65,27.11,False,False,,True,False,15,3,False,0.0,0.0,Moderate,79,77520.61,100.0,16532.65,27.11,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,11,hurricane,True,urban,RCV,341986.41,2,1,27850.27,65793.97,37943.7,136.24,True,True,regional,False,False,38,2,False,0.0,0.0,Complex,109,50872.84,60.68,23022.57,82.67,14921.12,22.68,Policyholder Favorable
moderate,staff,,False,residential,8,fire,False,suburban,ACV,397593.95,0,0,36509.06,65020.34,28511.29,78.09,True,False,local,False,False,125,6,False,0.0,0.0,High-Complexity,168,53819.12,60.71,17310.07,47.41,11201.22,17.23,Policyholder Favorable
tight,staff,,False,residential,19,hail,False,suburban,RCV,402621.53,0,0,56669.16,192108.94,135439.77,239.0,True,False,local,True,False,19,1,True,7924.06,0.33,Complex,82,69694.48,9.62,13025.32,22.98,122414.46,63.72,Carrier Favorable
moderate,staff,,False,residential,18,hail,False,suburban,RCV,504332.41,0,0,51319.67,179485.6,128165.92,249.74,True,True,regional,True,False,8,2,False,0.0,0.0,Complex,110,66059.15,11.5,14739.48,28.72,113426.45,63.2,Carrier Favorable
tight,independent,low,False,residential,17,water,False,suburban,RCV,545022.73,1,0,39498.19,122182.55,82684.36,209.34,True,True,national,False,False,27,3,False,0.0,0.0,High-Complexity,153,122182.55,100.0,82684.36,209.34,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,27,hail,False,suburban,RCV,220495.82,1,0,35722.97,40485.6,4762.62,13.33,False,False,,False,True,23,3,False,0.0,0.0,Complex,91,38941.65,67.58,3218.68,9.01,1543.94,3.81,Policyholder Favorable
tight,independent,low,False,residential,22,water,False,urban,RCV,552475.69,0,2,68094.25,240350.07,172255.82,252.97,True,False,national,False,False,38,4,True,13212.55,0.22,High-Complexity,166,240350.07,100.0,172255.82,252.97,0.0,0.0,Policyholder Favorable
moderate,independent,low,False,residential,20,fire,False,urban,RCV,205143.01,0,1,27970.83,69158.2,41187.37,147.25,True,False,local,False,False,82,11,True,15343.95,0.12,High-Complexity,188,59143.17,75.68,31172.34,111.45,10015.03,14.48,Policyholder Favorable
moderate,independent,medium,False,residential,18,wind,True,urban,ACV,254095.93,0,1,32203.89,93045.99,60842.1,188.93,True,False,local,True,False,19,3,False,0.0,0.0,Simple,43,49237.3,28.0,17033.41,52.89,43808.69,47.08,Carrier Favorable
tight,staff,,False,residential,45,water,False,suburban,RCV,443808.12,0,1,79309.42,202369.53,123060.1,155.16,True,False,national,False,True,68,2,True,16727.99,0.28,High-Complexity,235,202369.53,100.0,123060.1,155.16,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,60,fire,False,rural,RCV,303031.51,0,0,37569.64,59017.42,21447.78,57.09,True,True,local,False,False,195,6,True,14171.37,0.27,High-Complexity,211,58222.89,96.3,20653.25,54.97,794.53,1.35,Policyholder Favorable
moderate,independent,low,False,residential,12,hail,False,urban,RCV,262290.4,1,2,16089.6,52047.84,35958.24,223.49,True,False,national,True,False,17,3,False,0.0,0.0,Complex,120,32873.0,46.67,16783.4,104.31,19174.84,36.84,Split Decision
moderate,independent,low,False,residential,27,hail,False,urban,ACV,385944.61,3,3,33061.05,108032.31,74971.27,226.77,True,False,national,True,False,10,3,True,22806.68,0.01,High-Complexity,233,50297.08,22.99,17236.03,52.13,57735.24,53.44,Carrier Favorable
liberal,staff,,False,residential,42,water,False,suburban,ACV,429529.63,0,1,61202.89,84261.19,23058.3,37.68,True,True,regional,False,False,68,3,True,8853.02,0.11,High-Complexity,191,71487.4,44.6,10284.51,16.8,12773.79,15.16,Split Decision
moderate,staff,,False,residential,14,wind,False,urban,ACV,337746.76,1,1,59785.72,131035.08,71249.37,119.17,True,True,national,False,False,36,1,False,0.0,0.0,High-Complexity,279,101811.72,58.98,42026.01,70.29,29223.36,22.3,Split Decision
tight,staff,,False,residential,32,water,False,urban,ACV,498460.2,0,0,41897.96,124287.46,82389.5,196.64,True,True,national,False,False,39,2,False,0.0,0.0,High-Complexity,220,124287.46,100.0,82389.5,196.64,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,16,hail,False,rural,RCV,291074.65,1,0,31203.31,49905.27,18701.96,59.94,False,False,,False,False,19,1,True,13238.81,0.39,Complex,195,45244.6,75.08,14041.29,45.0,4660.67,9.34,Policyholder Favorable
moderate,independent,low,False,residential,46,fire,False,urban,ACV,457660.28,0,1,55783.36,97528.15,41744.79,74.83,False,False,,False,False,163,6,True,23297.81,0.13,High-Complexity,204,94113.34,91.82,38329.98,68.71,3414.81,3.5,Policyholder Favorable
tight,independent,low,False,residential,4,water,False,rural,RCV,473779.62,1,1,62970.67,171741.64,108770.97,172.73,True,True,regional,False,False,15,3,True,21430.18,0.12,High-Complexity,163,163208.87,92.16,100238.2,159.18,8532.76,4.97,Policyholder Favorable
tight,independent,medium,False,residential,24,hurricane,True,suburban,RCV,465598.41,2,0,68659.26,86286.0,17626.74,25.67,False,False,,True,False,23,1,False,0.0,0.0,Complex,111,79773.42,63.05,11114.16,16.19,6512.58,7.55,Policyholder Favorable
moderate,staff,,False,residential,7,hurricane,True,urban,ACV,208722.72,1,2,36030.02,87938.58,51908.56,144.07,True,False,regional,True,False,21,3,False,0.0,0.0,Moderate,75,45861.38,18.94,9831.35,27.29,42077.21,47.85,Carrier Favorable
moderate,staff,,True,residential,34,hurricane,True,suburban,RCV,337306.86,1,1,44830.25,115888.78,71058.52,158.51,True,False,local,True,True,21,3,False,0.0,0.0,High-Complexity,236,93882.13,69.03,49051.88,109.42,22006.65,18.99,Policyholder Favorable
tight,independent,medium,False,residential,29,hail,False,urban,ACV,516022.12,0,0,100511.0,142274.3,41763.3,41.55,False,False,,True,False,20,1,False,0.0,0.0,Complex,161,112224.63,28.05,11713.63,11.65,30049.67,21.12,Carrier Favorable
liberal,independent,high,False,residential,19,hail,False,suburban,ACV,370931.93,1,1,59679.15,70489.22,10810.06,18.11,False,False,,True,False,11,2,False,0.0,0.0,Simple,30,64753.21,46.94,5074.05,8.5,5736.01,8.14,Split Decision
tight,staff,,True,residential,37,hurricane,True,suburban,ACV,500522.92,2,1,66387.81,247103.9,180716.09,272.21,True,True,regional,True,True,6,3,False,0.0,0.0,High-Complexity,194,181040.48,63.44,114652.67,172.7,66063.42,26.74,Policyholder Favorable
moderate,staff,,False,residential,29,fire,False,suburban,RCV,308000.99,0,2,29669.67,65351.58,35681.91,120.26,True,False,local,False,False,65,5,False,0.0,0.0,Complex,191,55529.75,72.47,25860.08,87.16,9821.83,15.03,Policyholder Favorable
moderate,independent,low,False,residential,69,wind,False,rural,RCV,266225.41,0,0,27494.59,77285.24,49790.65,181.09,True,False,regional,True,False,7,1,False,0.0,0.0,Complex,122,42667.68,30.47,15173.08,55.19,34617.57,44.79,Carrier Favorable
moderate,independent,medium,False,residential,6,hail,False,suburban,RCV,361146.3,1,2,60589.14,199740.68,139151.53,229.66,True,True,local,True,True,10,3,False,0.0,0.0,High-Complexity,252,69807.53,6.62,9218.39,15.21,129933.14,65.05,Carrier Favorable
moderate,staff,,True,residential,46,wind,False,urban,RCV,575366.51,0,0,68597.71,81842.78,13245.07,19.31,False,False,,True,False,8,1,False,0.0,0.0,Moderate,95,73970.47,40.56,5372.76,7.83,7872.31,9.62,Split Decision
liberal,staff,,False,residential,54,water,False,urban,RCV,503636.38,1,1,53599.38,75997.34,22397.95,41.79,True,True,national,False,False,59,4,False,0.0,0.0,High-Complexity,256,70853.92,77.04,17254.54,32.19,5143.42,6.77,Policyholder Favorable
tight,staff,,False,residential,36,wind,False,suburban,RCV,553634.28,1,2,64920.5,202359.38,137438.88,211.7,True,True,local,False,False,35,1,False,0.0,0.0,High-Complexity,204,194718.5,94.44,129798.0,199.93,7640.88,3.78,Policyholder Favorable
moderate,staff,,False,residential,12,hurricane,True,suburban,ACV,519445.21,0,0,54490.85,81517.96,27027.11,49.6,False,False,,True,False,14,1,True,20653.37,0.09,Simple,33,65934.56,42.34,11443.71,21.0,15583.4,19.12,Split Decision
moderate,independent,medium,False,residential,18,fire,False,suburban,RCV,460062.49,2,2,58050.71,107534.33,49483.62,85.24,True,False,local,False,True,66,6,True,20717.45,0.49,High-Complexity,230,77743.15,39.8,19692.43,33.92,29791.18,27.7,Carrier Favorable
moderate,staff,,False,residential,5,wind,False,suburban,RCV,319977.3,3,0,34826.11,79997.77,45171.66,129.71,True,True,local,False,False,59,3,False,0.0,0.0,High-Complexity,152,46739.86,26.37,11913.75,34.21,33257.91,41.57,Carrier Favorable
liberal,staff,,False,residential,58,hail,True,urban,RCV,325636.18,0,0,49868.17,82695.37,32827.19,65.83,True,False,local,True,False,9,1,False,0.0,0.0,Simple,34,62769.46,39.3,12901.29,25.87,19925.9,24.1,Carrier Favorable
tight,staff,,False,residential,15,hurricane,True,urban,RCV,331426.97,0,1,47352.3,146526.85,99174.55,209.44,True,True,regional,True,False,17,1,False,0.0,0.0,Complex,133,65087.37,17.88,17735.07,37.45,81439.48,55.58,Carrier Favorable
moderate,independent,medium,False,residential,14,fire,False,suburban,RCV,312686.59,0,0,47511.81,79019.86,31508.05,66.32,True,False,local,False,False,183,9,True,2563.42,0.56,High-Complexity,178,78090.05,97.05,30578.24,64.36,929.81,1.18,Policyholder Favorable
moderate,independent,medium,False,residential,30,wind,False,suburban,ACV,404606.05,1,2,58613.65,175032.49,116418.84,198.62,True,False,national,True,False,11,2,False,0.0,0.0,Complex,147,75663.42,14.65,17049.77,29.09,99369.07,56.77,Carrier Favorable
tight,staff,,False,residential,34,wind,True,rural,RCV,224455.05,0,3,22505.8,123214.85,100709.05,447.48,True,True,regional,True,False,17,1,False,0.0,0.0,High-Complexity,266,39218.34,16.59,16712.54,74.26,83996.51,68.17,Carrier Favorable
liberal,independent,high,False,residential,24,wind,False,urban,RCV,214893.04,0,0,34235.49,48574.46,14338.97,41.88,False,False,,True,False,12,1,False,0.0,0.0,Simple,33,41453.73,50.34,7218.25,21.08,7120.72,14.66,Split Decision
moderate,staff,,False,residential,17,fire,False,urban,RCV,225267.09,0,0,40861.22,83597.37,42736.15,104.59,True,True,national,False,True,166,7,True,24187.77,0.53,High-Complexity,190,83597.37,100.0,42736.15,104.59,0.0,0.0,Policyholder Favorable
moderate,staff,,False,residential,10,hail,False,suburban,RCV,427994.93,0,0,75891.33,105470.19,29578.86,38.98,False,False,,True,False,7,1,False,0.0,0.0,Simple,43,92192.5,55.11,16301.17,21.48,13277.69,12.59,Split Decision
moderate,staff,,True,residential,18,wind,False,suburban,RCV,498549.07,2,3,40310.51,106715.27,66404.76,164.73,True,False,national,True,False,21,1,False,0.0,0.0,High-Complexity,233,69643.16,44.17,29332.65,72.77,37072.11,34.74,Split Decision
tight,independent,medium,False,residential,10,hurricane,True,suburban,RCV,205246.67,1,2,21298.1,79876.38,58578.28,275.04,True,True,local,True,False,19,3,False,0.0,0.0,High-Complexity,131,34892.12,23.21,13594.02,63.83,44984.26,56.32,Carrier Favorable
tight,independent,medium,False,residential,44,vehicle_impact,False,suburban,RCV,452694.47,1,0,62486.07,93608.68,31122.61,49.81,False,False,,False,True,51,4,False,0.0,0.0,High-Complexity,218,77006.37,46.66,14520.3,23.24,16602.31,17.74,Split Decision
moderate,staff,,False,residential,12,fire,False,rural,ACV,343854.7,0,0,24608.92,29213.29,4604.37,18.71,False,False,,False,False,31,9,True,3051.71,0.57,High-Complexity,254,28462.65,83.7,3853.74,15.66,750.64,2.57,Policyholder Favorable
moderate,independent,high,False,residential,12,water,False,urban,ACV,592771.49,0,1,82828.13,175065.89,92237.76,111.36,True,False,local,False,False,21,2,True,21617.46,0.19,Moderate,67,133154.53,54.56,50326.4,60.76,41911.36,23.94,Split Decision
liberal,independent,high,False,residential,46,fire,False,urban,RCV,515939.16,0,2,74939.78,138246.77,63306.98,84.48,True,False,local,False,False,66,9,True,14236.8,0.11,Complex,113,96718.43,34.4,21778.65,29.06,41528.34,30.04,Carrier Favorable
tight,independent,low,False,residential,32,hail,False,suburban,RCV,355172.22,0,0,39935.97,225135.03,185199.06,463.74,True,False,local,True,False,23,1,True,22300.22,0.13,Complex,116,56576.92,8.99,16640.96,41.67,168558.1,74.87,Carrier Favorable
moderate,staff,,False,residential,46,hail,False,rural,RCV,320870.69,2,0,24086.31,70613.88,46527.57,193.17,True,False,local,True,False,17,1,False,0.0,0.0,Moderate,77,35579.58,24.7,11493.27,47.72,35034.3,49.61,Carrier Favorable
liberal,staff,,False,residential,20,hail,False,suburban,RCV,372795.04,0,1,41751.88,52313.84,10561.95,25.3,True,False,local,False,False,14,2,False,0.0,0.0,Simple,43,47495.87,54.38,5743.99,13.76,4817.96,9.21,Split Decision
moderate,staff,,False,residential,23,wind,False,suburban,ACV,390075.56,0,1,43527.67,115919.82,72392.14,166.31,True,True,regional,False,False,56,3,True,24207.69,0.17,High-Complexity,252,101718.02,80.38,58190.35,133.69,14201.79,12.25,Policyholder Favorable
moderate,independent,medium,False,residential,11,wind,False,suburban,RCV,298038.77,1,0,23978.03,50280.98,26302.95,109.7,True,True,national,False,False,37,1,False,0.0,0.0,High-Complexity,214,45621.61,82.29,21643.57,90.26,4659.37,9.27,Policyholder Favorable
moderate,staff,,False,residential,38,hail,False,urban,RCV,400864.02,1,2,27454.4,101362.41,73908.01,269.2,True,False,local,True,False,12,1,True,23170.14,0.39,Complex,119,40880.99,18.17,13426.59,48.91,60481.42,59.67,Carrier Favorable
moderate,independent,low,False,residential,25,wind,False,suburban,RCV,266265.27,0,0,21954.69,53661.12,31706.43,144.42,True,False,local,True,False,18,1,False,0.0,0.0,Moderate,75,35483.38,42.67,13528.69,61.62,18177.73,33.88,Split Decision
moderate,staff,,False,residential,29,wind,False,suburban,RCV,249082.28,0,1,27658.19,36201.58,8543.39,30.89,False,False,,True,False,20,3,False,0.0,0.0,Simple,30,36201.58,100.0,8543.39,30.89,0.0,0.0,Policyholder Favorable
moderate,independent,high,False,residential,10,hail,False,suburban,RCV,406670.56,3,1,43699.09,163131.42,119432.32,273.31,True,False,local,True,False,6,3,True,13294.03,0.05,Moderate,88,53526.83,8.23,9827.74,22.49,109604.59,67.19,Carrier Favorable
liberal,independent,medium,False,residential,57,vehicle_impact,False,suburban,RCV,527149.63,0,1,32986.15,46796.0,13809.85,41.87,True,False,national,False,False,50,5,False,0.0,0.0,Moderate,70,39538.14,47.44,6551.99,19.86,7257.86,15.51,Split Decision
tight,staff,,True,residential,8,wind,False,suburban,RCV,302885.47,0,0,46828.56,170317.55,123488.99,263.7,True,False,local,True,False,18,2,False,0.0,0.0,High-Complexity,231,138406.32,74.16,91577.76,195.56,31911.23,18.74,Policyholder Favorable
tight,independent,medium,False,residential,72,water,False,urban,ACV,459369.57,0,0,49825.12,73683.71,23858.59,47.88,False,False,,False,False,30,2,False,0.0,0.0,High-Complexity,212,73683.71,100.0,23858.59,47.88,0.0,0.0,Policyholder Favorable
tight,independent,low,False,residential,46,wind,True,suburban,RCV,499489.45,0,1,62693.32,285478.63,222785.32,355.36,True,False,regional,True,False,10,2,False,0.0,0.0,Complex,140,77986.77,6.86,15293.46,24.39,207491.86,72.68,Carrier Favorable
moderate,independent,medium,False,residential,16,hail,False,urban,ACV,315577.37,0,4,33350.55,102869.77,69519.22,208.45,True,True,regional,True,False,19,3,False,0.0,0.0,High-Complexity,193,43676.79,14.85,10326.24,30.96,59192.97,57.54,Carrier Favorable
moderate,independent,low,False,residential,21,water,False,suburban,RCV,560250.92,0,0,64447.77,88432.88,23985.11,37.22,False,False,,False,False,27,4,True,7276.21,0.11,Complex,177,81781.36,72.27,17333.58,26.9,6651.53,7.52,Policyholder Favorable
liberal,staff,,False,residential,27,fire,False,urban,RCV,472762.07,1,1,59511.33,119957.17,60445.84,101.57,True,True,regional,False,False,77,5,True,22685.43,0.31,High-Complexity,264,89917.45,50.3,30406.12,51.09,30039.72,25.04,Split Decision
liberal,independent,medium,False,residential,6,hail,False,rural,RCV,345329.39,0,0,42428.15,75456.24,33028.09,77.84,True,True,regional,True,False,11,2,False,0.0,0.0,Moderate,56,59254.2,50.94,16826.06,39.66,16202.03,21.47,Split Decision
liberal,staff,,False,residential,24,vehicle_impact,False,suburban,ACV,349172.85,0,1,44792.22,62248.05,17455.83,38.97,False,False,,False,False,33,3,True,9637.73,0.04,Moderate,67,53580.91,50.35,8788.69,19.62,8667.14,13.92,Split Decision
tight,independent,medium,False,residential,13,hail,False,rural,RCV,214892.48,2,1,34031.5,102705.05,68673.55,201.79,True,False,regional,False,False,39,1,False,0.0,0.0,High-Complexity,227,93640.93,86.8,59609.43,175.16,9064.12,8.83,Policyholder Favorable
tight,independent,low,True,residential,20,hail,False,rural,RCV,486806.02,0,5,33553.63,147710.96,114157.32,340.22,True,False,national,True,False,5,3,False,0.0,0.0,High-Complexity,212,142575.22,95.5,109021.58,324.92,5135.74,3.48,Policyholder Favorable
tight,independent,medium,False,residential,29,fire,False,urban,RCV,262823.55,0,1,22217.81,32209.62,9991.81,44.97,False,False,,False,False,181,11,True,17691.21,0.58,High-Complexity,201,32209.62,100.0,9991.81,44.97,0.0,0.0,Policyholder Favorable
moderate,independent,high,False,residential,14,wind,False,suburban,RCV,313665.12,1,0,33031.64,88231.37,55199.73,167.11,True,False,local,True,False,16,2,False,0.0,0.0,Simple,39,49807.45,30.39,16775.82,50.79,38423.92,43.55,Carrier Favorable
moderate,independent,medium,False,residential,29,water,False,suburban,RCV,398940.53,1,1,34826.22,84557.33,49731.12,142.8,True,False,national,False,True,46,3,True,12316.76,0.13,High-Complexity,268,57612.48,45.82,22786.26,65.43,26944.85,31.87,Split Decision
moderate,independent,medium,False,residential,28,hail,False,suburban,RCV,235351.3,1,2,19665.94,40075.81,20409.87,103.78,True,False,local,False,True,21,3,False,0.0,0.0,High-Complexity,194,30358.91,52.39,10692.97,54.37,9716.9,24.25,Split Decision
moderate,staff,,True,residential,35,wind,True,suburban,ACV,521052.17,1,1,60819.5,199013.82,138194.33,227.22,True,True,national,True,True,15,1,False,0.0,0.0,High-Complexity,178,110925.05,36.26,50105.55,82.38,88088.77,44.26,Carrier Favorable
moderate,staff,,False,residential,21,hurricane,True,urban,RCV,374831.5,0,0,51232.25,61224.68,9992.43,19.5,False,False,,True,True,24,3,False,0.0,0.0,Moderate,78,60704.62,94.8,9472.37,18.49,520.06,0.85,Policyholder Favorable
tight,independent,medium,False,residential,26,fire,False,suburban,RCV,410148.51,1,0,33732.67,109373.46,75640.79,224.24,True,False,local,False,False,153,4,True,23991.81,0.25,High-Complexity,145,106382.49,96.05,72649.82,215.37,2990.97,2.73,Policyholder Favorable
liberal,independent,high,False,residential,27,wind,False,suburban,RCV,316281.94,0,2,40834.85,75964.55,35129.7,86.03,True,False,regional,True,False,8,3,False,0.0,0.0,Simple,45,58420.39,50.06,17585.54,43.07,17544.16,23.1,Split Decision
moderate,independent,high,False,residential,38,fire,False,suburban,RCV,258920.54,0,6,43490.03,117189.53,73699.5,169.46,True,False,regional,False,False,113,5,True,24934.74,0.37,High-Complexity,109,82545.71,52.99,39055.67,89.8,34643.82,29.56,Split Decision
moderate,independent,medium,False,residential,7,fire,False,suburban,RCV,200502.72,2,0,17391.83,32476.96,15085.14,86.74,True,True,local,False,True,45,9,True,6522.54,0.16,High-Complexity,205,27309.45,65.74,9917.62,57.02,5167.52,15.91,Policyholder Favorable
tight,independent,medium,False,residential,8,wind,False,rural,RCV,448823.8,0,0,29144.47,113279.11,84134.63,288.68,True,True,regional,True,False,18,1,False,0.0,0.0,High-Complexity,215,44173.97,17.86,15029.49,51.57,69105.14,61.0,Carrier Favorable
tight,staff,,True,residential,25,hail,True,suburban,RCV,301146.92,0,1,48491.12,230164.69,181673.57,374.65,True,False,national,True,False,10,2,False,0.0,0.0,High-Complexity,245,182670.1,73.86,134178.97,276.71,47494.59,20.64,Policyholder Favorable
moderate,staff,,False,residential,3,wind,False,rural,RCV,406294.44,1,0,44189.48,59818.48,15629.0,35.37,False,False,,True,False,11,2,True,7097.01,0.23,Complex,146,59818.48,100.0,15629.0,35.37,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,13,fire,False,suburban,ACV,223868.66,0,2,11231.91,17414.22,6182.31,55.04,True,False,regional,False,False,89,4,False,0.0,0.0,Complex,137,14531.38,53.37,3299.47,29.38,2882.84,16.55,Split Decision
liberal,independent,high,False,residential,16,wind,False,suburban,RCV,487172.21,0,1,37354.12,45218.23,7864.11,21.05,True,False,regional,False,False,58,2,False,0.0,0.0,Moderate,103,39613.49,28.73,2259.37,6.05,5604.74,12.39,Carrier Favorable
tight,independent,low,False,residential,27,wind,False,rural,RCV,497596.69,0,2,20094.44,61797.63,41703.19,207.54,True,False,local,True,False,8,3,False,0.0,0.0,High-Complexity,260,35645.62,37.29,15551.18,77.39,26152.01,42.32,Carrier Favorable
tight,independent,low,False,residential,47,fire,False,suburban,ACV,546149.72,2,1,51402.09,152044.19,100642.11,195.79,True,True,national,False,False,127,11,False,0.0,0.0,High-Complexity,205,112763.46,60.97,61361.37,119.38,39280.73,25.84,Policyholder Favorable
tight,staff,,False,residential,33,hail,False,suburban,ACV,271477.18,0,1,14492.61,44432.11,29939.5,206.58,True,False,local,True,False,14,1,False,0.0,0.0,Complex,64,32064.96,58.69,17572.36,121.25,12367.14,27.83,Split Decision
moderate,independent,high,False,residential,31,wind,False,urban,RCV,229035.86,0,1,38799.94,132116.08,93316.14,240.51,True,True,national,True,False,23,1,False,0.0,0.0,Complex,204,51550.1,13.66,12750.17,32.86,80565.97,60.98,Carrier Favorable
moderate,staff,,True,residential,12,hail,False,rural,ACV,480013.62,0,2,56695.09,185719.5,129024.41,227.58,True,False,national,True,False,8,3,False,0.0,0.0,High-Complexity,243,136179.24,61.6,79484.15,140.2,49540.27,26.67,Policyholder Favorable
moderate,independent,low,False,residential,13,water,False,urban,RCV,576488.65,1,1,59502.02,155862.97,96360.95,161.95,True,True,regional,False,False,64,2,True,23450.19,0.29,High-Complexity,202,155862.97,100.0,96360.95,161.95,0.0,0.0,Policyholder Favorable
liberal,staff,,False,residential,12,hail,False,urban,RCV,228043.86,0,2,34529.42,49351.69,14822.27,42.93,True,False,local,False,False,30,2,False,0.0,0.0,Moderate,77,46988.7,84.06,12459.28,36.08,2362.99,4.79,Policyholder Favorable
moderate,independent,high,False,residential,16,fire,False,suburban,ACV,432513.09,0,2,25316.34,76261.87,50945.53,201.24,True,False,local,False,False,172,9,True,20114.83,0.02,High-Complexity,272,42849.03,34.41,17532.69,69.25,33412.84,43.81,Carrier Favorable
tight,staff,,False,residential,20,fire,False,suburban,ACV,330902.95,1,1,35982.48,111118.98,75136.5,208.81,True,True,regional,False,True,133,6,True,13662.1,0.01,High-Complexity,206,110596.7,99.3,74614.22,207.36,522.28,0.47,Policyholder Favorable
tight,independent,high,True,residential,27,hail,False,suburban,RCV,377960.02,0,1,37660.99,125242.95,87581.96,232.55,True,False,local,True,False,23,2,False,0.0,0.0,High-Complexity,169,75894.04,43.65,38233.05,101.52,49348.92,39.4,Split Decision
moderate,staff,,False,residential,27,water,False,urban,RCV,379236.45,3,2,55947.51,112240.22,56292.71,100.62,True,True,regional,False,False,39,3,False,0.0,0.0,High-Complexity,269,82244.03,46.71,26296.52,47.0,29996.19,26.72,Split Decision
moderate,staff,,False,residential,21,wind,False,rural,RCV,403840.76,0,0,69203.34,176258.76,107055.42,154.7,True,False,regional,False,False,49,2,True,3374.63,0.01,Complex,153,133921.35,60.45,64718.01,93.52,42337.41,24.02,Policyholder Favorable
moderate,independent,low,False,residential,19,hail,False,urban,RCV,509530.32,2,0,29060.65,63871.6,34810.94,119.79,True,False,regional,True,False,15,1,False,0.0,0.0,Moderate,93,41572.57,35.94,12511.91,43.05,22299.03,34.91,Carrier Favorable
moderate,staff,,False,residential,13,wind,True,suburban,RCV,218413.25,3,0,23034.49,28046.03,5011.54,21.76,False,False,,True,False,21,3,False,0.0,0.0,Simple,52,27948.53,98.05,4914.04,21.33,97.49,0.35,Policyholder Favorable
liberal,staff,,False,residential,19,water,False,urban,RCV,422318.5,1,0,54675.58,80029.83,25354.25,46.37,False,False,,False,False,67,5,True,15347.41,0.2,Complex,107,69681.72,59.19,15006.14,27.45,10348.11,12.93,Split Decision
tight,independent,low,False,residential,20,hail,False,suburban,RCV,421214.74,0,0,40694.21,136325.66,95631.44,235.0,True,True,national,True,False,21,2,False,0.0,0.0,High-Complexity,179,56657.04,16.69,15962.82,39.23,79668.62,58.44,Carrier Favorable
tight,independent,high,False,residential,26,wind,False,suburban,RCV,567950.69,0,1,47046.72,205327.33,158280.61,336.43,True,True,regional,True,False,12,3,False,0.0,0.0,Complex,144,56636.0,6.06,9589.28,20.38,148691.34,72.42,Carrier Favorable
moderate,staff,,False,residential,6,water,False,suburban,ACV,273066.4,1,0,37243.72,71048.78,33805.05,90.77,True,False,local,False,False,24,3,False,0.0,0.0,Complex,90,52225.38,44.32,14981.65,40.23,18823.4,26.49,Split Decision
liberal,staff,,False,residential,13,fire,False,urban,RCV,410565.44,1,0,42342.89,62519.95,20177.06,47.65,False,False,,False,False,190,10,False,0.0,0.0,High-Complexity,282,50670.3,41.27,8327.41,19.67,11849.65,18.95,Split Decision
moderate,independent,high,False,residential,19,hail,False,suburban,RCV,310238.37,1,1,58198.96,122617.13,64418.17,110.69,True,False,regional,True,False,21,3,False,0.0,0.0,Simple,48,70860.87,19.66,12661.91,21.76,51756.26,42.21,Carrier Favorable
liberal,independent,high,False,residential,40,wind,False,suburban,RCV,362804.32,0,1,59552.33,80239.18,20686.85,34.74,True,False,national,True,False,6,3,False,0.0,0.0,Simple,36,72140.55,60.85,12588.22,21.14,8098.63,10.09,Policyholder Favorable
